name	unique reads 32151444_EXO_S22	32151444_EXO_S22	32151444_EXO_S22 (mult. map. adj.)	PM32151444_EXO_S22(lib)	32151444_EXO_S22 (total)	coordinateString 32151444_EXO_S22	32151444_EXO_S22 (lib)	32151444_EXO_S22 (total)
hsa-miR-146a-5p	11	81	81	74.09	16.92	5:hsa;hsa-mir-146a,160485372,160485393,+	74.09067417940004	16.924461739433493
hsa-miR-96-5p	5	78	78	71.35	16.3	7:hsa;hsa-mir-96,129774700,129774722,-	71.34657513571855	16.29762982315818
hsa-miR-3613-5p	6	73	73	66.77	15.25	13:hsa;hsa-mir-3613,49996430,49996451,-	66.77307672958275	15.252909962699322
hsa-miR-486-5p	14	72	38	65.86	15.04	8:hsa;hsa-mir-486-2,41660444,41660465,+	34.75858788663212	7.939870939487318
hsa-miR-421	11	72	72	65.86	15.04	X:hsa;hsa-mir-421,74218424,74218446,-	65.85837704835559	15.04396599060755
hsa-miR-365b-3p	9	71	35.5	64.94	14.84	17:hsa;hsa-mir-365b,31575478,31575499,+	32.471838683564215	7.41751100925789
hsa-miR-365a-3p	9	71	35.5	64.94	14.84	16:hsa;hsa-mir-365a,14309340,14309361,+	32.471838683564215	7.41751100925789
hsa-miR-15a-5p	8	70	70	64.03	14.63	13:hsa;hsa-mir-15a,50049132,50049153,-	64.02897768590127	14.626078046424007
hsa-miR-339-3p	4	68	68	62.2	14.21	7:hsa;hsa-mir-339,1022982,1023004,-	62.19957832344695	14.208190102240463
hsa-miR-486-5p	12	68	34	62.2	14.21	8:hsa;hsa-mir-486-1,41660444,41660465,-	31.099789161723475	7.104095051120232
hsa-miR-450a-5p	6	67	33.5	61.28	14	X:hsa;hsa-mir-450a-2,134540530,134540551,-	30.642439321109894	6.9996230650743465
hsa-miR-193b-5p	7	67	67	61.28	14	16:hsa;hsa-mir-193b,14303980,14304001,+	61.28487864221979	13.999246130148693
hsa-miR-450a-5p	6	67	33.5	61.28	14	X:hsa;hsa-mir-450a-1,134540358,134540379,-	30.642439321109894	6.9996230650743465
hsa-miR-320e	5	61	8.88	55.8	12.75	19:hsa;hsa-mir-320e,46709325,46709342,-	8.117959670891054	1.8543777523144724
hsa-miR-454-3p	9	59	59	53.97	12.33	17:hsa;hsa-mir-454,59137821,59137843,-	53.9672811924025	12.32769435341452
hsa-miR-218-5p	6	55	27.5	50.31	11.49	5:hsa;hsa-mir-218-2,168768170,168768190,-	25.154241233746927	5.745959232523717
hsa-miR-218-5p	6	55	27.5	50.31	11.49	4:hsa;hsa-mir-218-1,20528299,20528319,+	25.154241233746927	5.745959232523717
hsa-miR-29c-5p	13	53	53	48.48	11.07	1:hsa;hsa-mir-29c,207801867,207801888,-	48.479083105039535	11.074030520863891
hsa-miR-4466	4	53	53	48.48	11.07	6:hsa;hsa-mir-4466,156779682,156779699,-	48.479083105039535	11.074030520863891
hsa-miR-629-5p	7	51	51	46.65	10.66	15:hsa;hsa-mir-629,70079393,70079413,-	46.64968374258521	10.656142576680349
hsa-miR-130b-5p	4	50	50	45.73	10.45	22:hsa;hsa-mir-130b,21653316,21653336,+	45.73498406135805	10.447198604588577
hsa-miR-3605-3p	9	49	49	44.82	10.24	1:hsa;hsa-mir-3605,33332458,33332480,-	44.82028438013089	10.238254632496805
hsa-miR-425-3p	9	48	48	43.91	10.03	3:hsa;hsa-mir-425,49020202,49020223,-	43.90558469890373	10.029310660405033
hsa-miR-4662a-5p	5	48	48	43.91	10.03	8:hsa;hsa-mir-4662a,124821990,124822011,+	43.90558469890373	10.029310660405033
hsa-miR-193b-3p	3	48	48	43.91	10.03	16:hsa;hsa-mir-193b,14304017,14304038,+	43.90558469890373	10.029310660405033
hsa-miR-34a-5p	3	47	47	42.99	9.82	1:hsa;hsa-mir-34a,9151689,9151710,-	42.99088501767657	9.820366688313262
hsa-miR-625-3p	9	46	46	42.08	9.61	14:hsa;hsa-mir-625,65471153,65471174,+	42.076185336449406	9.61142271622149
hsa-miR-29b-1-5p	4	46	46	42.08	9.61	7:hsa;hsa-mir-29b-1,130877468,130877491,-	42.076185336449406	9.61142271622149
hsa-miR-92b-5p	9	45	45	41.16	9.4	1:hsa;hsa-mir-92b,155195196,155195217,+	41.16148565522224	9.402478744129718
hsa-miR-3615	8	45	45	41.16	9.4	17:hsa;hsa-mir-3615,74748663,74748683,+	41.16148565522224	9.402478744129718
hsa-miR-653-5p	2	44	44	40.25	9.19	7:hsa;hsa-mir-653,93482772,93482792,-	40.24678597399509	9.193534772037948
hsa-miR-885-5p	1	43	43	39.33	8.98	3:hsa;hsa-mir-885,10394499,10394520,-	39.332086292767926	8.984590799946176
hsa-miR-19b-3p	4	41	20.5	37.5	8.57	X:hsa;hsa-mir-19b-2,134169732,134169754,-	18.7513434651568	4.283351427881317
hsa-miR-19b-3p	4	41	20.5	37.5	8.57	13:hsa;hsa-mir-19b-1,91351245,91351267,+	18.7513434651568	4.283351427881317
hsa-miR-888-5p	6	40	40	36.59	8.36	X:hsa;hsa-mir-888,145994794,145994814,-	36.58798724908644	8.357758883670861
hsa-miR-93-3p	10	39	39	35.67	8.15	7:hsa;hsa-mir-93,100093817,100093838,-	35.673287567859276	8.14881491157909
hsa-miR-223-3p	6	38	38	34.76	7.94	X:hsa;hsa-mir-223,66018937,66018958,+	34.75858788663212	7.939870939487318
hsa-miR-130a-3p	5	38	38	34.76	7.94	11:hsa;hsa-mir-130a,57641252,57641273,+	34.75858788663212	7.939870939487318
hsa-miR-500a-5p	4	37	19.5	33.84	7.73	X:hsa;hsa-mir-500a,50008443,50008465,+	17.836643783929638	4.074407455789545
hsa-miR-27b-5p	3	36	36	32.93	7.52	9:hsa;hsa-mir-27b,95085463,95085484,+	32.929188524177796	7.521982995303775
hsa-miR-1249-3p	4	35	35	32.01	7.31	22:hsa;hsa-mir-1249,45200994,45201015,-	32.014488842950634	7.313039023212004
hsa-miR-500b-5p	3	35	17.5	32.01	7.31	X:hsa;hsa-mir-500b,50010682,50010699,+	16.007244421475317	3.656519511606002
hsa-miR-450b-5p	3	35	35	32.01	7.31	X:hsa;hsa-mir-450b,134540195,134540216,-	32.014488842950634	7.313039023212004
hsa-miR-424-5p	5	34	34	31.1	7.1	X:hsa;hsa-mir-424,134546624,134546645,-	31.099789161723475	7.104095051120232
hsa-miR-140-5p	7	33	33	30.19	6.9	16:hsa;hsa-mir-140,69933103,69933124,+	30.185089480496313	6.8951510790284605
hsa-miR-487b-3p	3	33	33	30.19	6.9	14:hsa;hsa-mir-487b,101046505,101046526,+	30.185089480496313	6.8951510790284605
hsa-miR-32-5p	4	33	33	30.19	6.9	9:hsa;hsa-mir-32,109046234,109046255,-	30.185089480496313	6.8951510790284605
hsa-miR-183-3p	4	32	32	29.27	6.69	7:hsa;hsa-mir-183,129774970,129774991,-	29.270389799269154	6.686207106936689
hsa-miR-374b-3p	4	32	32	29.27	6.69	X:hsa;hsa-mir-374b,74218587,74218608,-	29.270389799269154	6.686207106936689
hsa-miR-584-5p	7	32	32	29.27	6.69	5:hsa;hsa-mir-584,149062328,149062349,-	29.270389799269154	6.686207106936689
hsa-let-7e-3p	7	32	32	29.27	6.69	19:hsa;hsa-let-7e,51692838,51692859,+	29.270389799269154	6.686207106936689
hsa-miR-148a-5p	6	32	32	29.27	6.69	7:hsa;hsa-mir-148a,25949924,25949945,-	29.270389799269154	6.686207106936689
hsa-miR-106a-5p	5	31	20	28.36	6.48	X:hsa;hsa-mir-106a,134170210,134170232,-	18.29399362454322	4.178879441835431
hsa-miR-24-2-5p	3	30	30	27.44	6.27	19:hsa;hsa-mir-24-2,13836299,13836320,-	27.44099043681483	6.268319162753146
hsa-miR-9985	4	30	11.67	27.44	6.27	Y:hsa;hsa-mir-9985,4606140,4606158,+	10.671496280983547	2.4376796744040012
hsa-miR-489-3p	6	30	30	27.44	6.27	7:hsa;hsa-mir-489,93483987,93484008,-	27.44099043681483	6.268319162753146
hsa-miR-503-5p	6	30	30	27.44	6.27	X:hsa;hsa-mir-503,134546333,134546355,-	27.44099043681483	6.268319162753146
hsa-miR-542-3p	4	30	30	27.44	6.27	X:hsa;hsa-mir-542,134541393,134541414,-	27.44099043681483	6.268319162753146
hsa-miR-26a-2-3p	3	30	30	27.44	6.27	12:hsa;hsa-mir-26a-2,57824660,57824681,-	27.44099043681483	6.268319162753146
hsa-miR-664b-5p	6	30	30	27.44	6.27	X:hsa;hsa-mir-664b,154768596,154768619,+	27.44099043681483	6.268319162753146
hsa-miR-342-5p	3	29	29	26.53	6.06	14:hsa;hsa-mir-342,100109673,100109693,+	26.52629075558767	6.059375190661374
hsa-miR-20b-5p	6	29	29	26.53	6.06	X:hsa;hsa-mir-20b,134169814,134169836,-	26.52629075558767	6.059375190661374
hsa-miR-211-5p	6	29	25	26.53	6.06	15:hsa;hsa-mir-211,31065057,31065078,-	22.867492030679024	5.223599302294288
hsa-miR-330-3p	5	29	29	26.53	6.06	19:hsa;hsa-mir-330,45639050,45639072,-	26.52629075558767	6.059375190661374
hsa-miR-499a-5p	3	28	28	25.61	5.85	20:hsa;hsa-mir-499a,34990408,34990428,+	25.611591074360508	5.850431218569603
hsa-miR-1306-5p	3	28	28	25.61	5.85	22:hsa;hsa-mir-1306,20086072,20086093,+	25.611591074360508	5.850431218569603
hsa-miR-3177-3p	3	28	28	25.61	5.85	16:hsa;hsa-mir-3177,1735038,1735058,+	25.611591074360508	5.850431218569603
hsa-miR-2110	7	28	28	25.61	5.85	10:hsa;hsa-mir-2110,114174112,114174133,-	25.611591074360508	5.850431218569603
hsa-miR-130b-3p	2	28	28	25.61	5.85	22:hsa;hsa-mir-130b,21653354,21653375,+	25.611591074360508	5.850431218569603
hsa-miR-25-5p	2	27	27	24.7	5.64	7:hsa;hsa-mir-25,100093573,100093593,-	24.69689139313335	5.641487246477832
hsa-miR-628-3p	4	27	27	24.7	5.64	15:hsa;hsa-mir-628,55373000,55373020,-	24.69689139313335	5.641487246477832
hsa-miR-664b-3p	4	26	26	23.78	5.43	X:hsa;hsa-mir-664b,154768635,154768656,+	23.782191711906187	5.4325432743860596
hsa-miR-504-5p	5	26	26	23.78	5.43	X:hsa;hsa-mir-504,138667723,138667744,-	23.782191711906187	5.4325432743860596
hsa-miR-653-3p	2	26	26	23.78	5.43	7:hsa;hsa-mir-653,93482810,93482831,-	23.782191711906187	5.4325432743860596
hsa-miR-338-5p	3	26	26	23.78	5.43	17:hsa;hsa-mir-338,81125888,81125909,-	23.782191711906187	5.4325432743860596
hsa-miR-10527-5p	3	24	24	21.95	5.01	12:hsa;hsa-mir-10527,63823663,63823685,+	21.952792349451865	5.014655330202516
hsa-miR-23b-5p	6	24	24	21.95	5.01	9:hsa;hsa-mir-23b,95085227,95085248,+	21.952792349451865	5.014655330202516
hsa-miR-4488	2	24	24	21.95	5.01	11:hsa;hsa-mir-4488,61508599,61508616,+	21.952792349451865	5.014655330202516
hsa-miR-181d-5p	6	22	22	20.12	4.6	19:hsa;hsa-mir-181d,13874910,13874932,+	20.123392986997544	4.596767386018974
hsa-miR-589-5p	3	22	22	20.12	4.6	7:hsa;hsa-mir-589,5495842,5495863,-	20.123392986997544	4.596767386018974
hsa-miR-210-3p	6	22	22	20.12	4.6	11:hsa;hsa-mir-210,568154,568175,-	20.123392986997544	4.596767386018974
hsa-miR-122-5p	8	22	22	20.12	4.6	18:hsa;hsa-mir-122,58451088,58451109,+	20.123392986997544	4.596767386018974
hsa-miR-1468-5p	3	22	22	20.12	4.6	X:hsa;hsa-mir-1468,63786014,63786034,-	20.123392986997544	4.596767386018974
hsa-miR-27a-5p	2	22	22	20.12	4.6	19:hsa;hsa-mir-27a,13836449,13836470,-	20.123392986997544	4.596767386018974
hsa-miR-29b-2-5p	3	22	22	20.12	4.6	1:hsa;hsa-mir-29b-2,207802453,207802474,-	20.123392986997544	4.596767386018974
hsa-miR-214-3p	4	21	21	19.21	4.39	1:hsa;hsa-mir-214,172138868,172138889,-	19.20869330577038	4.387823413927202
hsa-miR-556-3p	2	21	21	19.21	4.39	1:hsa;hsa-mir-556,162342600,162342621,+	19.20869330577038	4.387823413927202
hsa-miR-21-3p	2	21	21	19.21	4.39	17:hsa;hsa-mir-21,59841311,59841331,+	19.20869330577038	4.387823413927202
hsa-miR-7-5p	5	21	8.33	19.21	4.39	15:hsa;hsa-mir-7-2,88611856,88611879,+	7.622497343559676	1.7411997674314295
hsa-miR-155-5p	4	20	20	18.29	4.18	21:hsa;hsa-mir-155,25573983,25574006,+	18.29399362454322	4.178879441835431
hsa-miR-7-5p	3	19	6.33	17.38	3.97	9:hsa;hsa-mir-7-1,83969771,83969794,-	5.793097981105354	1.3233118232478864
hsa-miR-509-3p	4	19	4.75	17.38	3.97	X:hsa;hsa-mir-509-2,147260589,147260610,-	4.344823485829015	0.9924838674359148
hsa-miR-3065-5p	3	19	19	17.38	3.97	17:hsa;hsa-mir-3065,81125886,81125908,+	17.37929394331606	3.969935469743659
hsa-miR-3065-3p	2	19	19	17.38	3.97	17:hsa;hsa-mir-3065,81125926,81125948,+	17.37929394331606	3.969935469743659
hsa-miR-7-5p	3	19	6.33	17.38	3.97	19:hsa;hsa-mir-7-3,4770700,4770723,+	5.793097981105354	1.3233118232478864
hsa-miR-509-3p	4	19	4.75	17.38	3.97	X:hsa;hsa-mir-509-3,147259695,147259716,-	4.344823485829015	0.9924838674359148
hsa-miR-4728-3p	6	19	19	17.38	3.97	17:hsa;hsa-mir-4728,39726537,39726561,+	17.37929394331606	3.969935469743659
hsa-miR-509-3p	4	19	4.75	17.38	3.97	X:hsa;hsa-mir-509-1,147260586,147260607,-	4.344823485829015	0.9924838674359148
hsa-miR-509-3p	4	19	4.75	17.38	3.97	X:hsa;hsa-mir-509-2,147258814,147258835,-	4.344823485829015	0.9924838674359148
hsa-miR-618	4	18	18	16.46	3.76	12:hsa;hsa-mir-618,80935751,80935773,-	16.464594262088898	3.7609914976518874
hsa-miR-556-5p	2	18	18	16.46	3.76	1:hsa;hsa-mir-556,162342561,162342582,+	16.464594262088898	3.7609914976518874
hsa-miR-378a-5p	4	18	18	16.46	3.76	5:hsa;hsa-mir-378a,149732829,149732850,+	16.464594262088898	3.7609914976518874
hsa-miR-224-3p	4	18	18	16.46	3.76	X:hsa;hsa-mir-224,151958630,151958652,-	16.464594262088898	3.7609914976518874
hsa-miR-1271-5p	2	18	18	16.46	3.76	5:hsa;hsa-mir-1271,176367960,176367981,+	16.464594262088898	3.7609914976518874
hsa-miR-642a-3p	2	18	18	16.46	3.76	19:hsa;hsa-mir-642a,45674978,45674999,+	16.464594262088898	3.7609914976518874
hsa-miR-9901	2	18	18	16.46	3.76	16:hsa;hsa-mir-9901,34163601,34163621,+	16.464594262088898	3.7609914976518874
hsa-miR-194-3p	2	17	17	15.55	3.55	11:hsa;hsa-mir-194-2,64891405,64891426,-	15.549894580861737	3.552047525560116
hsa-miR-4443	3	17	17	15.55	3.55	3:hsa;hsa-mir-4443,48196572,48196588,+	15.549894580861737	3.552047525560116
hsa-miR-582-5p	3	17	17	15.55	3.55	5:hsa;hsa-mir-582,59703621,59703643,-	15.549894580861737	3.552047525560116
hsa-miR-451a	4	17	17	15.55	3.55	17:hsa;hsa-mir-451a,28861385,28861406,-	15.549894580861737	3.552047525560116
hsa-miR-187-3p	5	17	17	15.55	3.55	18:hsa;hsa-mir-187,35904888,35904909,-	15.549894580861737	3.552047525560116
hsa-miR-374a-3p	3	17	17	15.55	3.55	X:hsa;hsa-mir-374a,74287327,74287348,-	15.549894580861737	3.552047525560116
hsa-miR-221-5p	2	16	16	14.64	3.34	X:hsa;hsa-mir-221,45746181,45746202,-	14.635194899634577	3.3431035534683446
hsa-miR-1275	2	16	16	14.64	3.34	6:hsa;hsa-mir-1275,33999989,34000005,-	14.635194899634577	3.3431035534683446
hsa-miR-362-3p	4	16	16	14.64	3.34	X:hsa;hsa-mir-362,50009005,50009026,+	14.635194899634577	3.3431035534683446
hsa-miR-1229-3p	3	15	15	13.72	3.13	5:hsa;hsa-mir-1229,179798324,179798346,-	13.720495218407414	3.134159581376573
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-1,16324631,16324652,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-1,18344056,18344077,-	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-3,16324631,16324652,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-2,14925980,14926001,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-2,16368919,16368940,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-4,16324631,16324652,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-2,16324631,16324652,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-1,14925980,14926001,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-4,16368919,16368940,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-4,18344056,18344077,-	0.8575309511504634	0.19588497383603581
hsa-miR-505-5p	3	15	15	13.72	3.13	X:hsa;hsa-mir-505,139924162,139924183,-	13.720495218407414	3.134159581376573
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-2,18344056,18344077,-	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-3,16368919,16368940,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-3,14925980,14926001,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-3,18344056,18344077,-	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-4,14925980,14926001,+	0.8575309511504634	0.19588497383603581
hsa-miR-6511a-3p	4	15	0.94	13.72	3.13	16:hsa;hsa-mir-6511a-1,16368919,16368940,+	0.8575309511504634	0.19588497383603581
hsa-miR-1913	3	15	15	13.72	3.13	6:hsa;hsa-mir-1913,166509402,166509423,-	13.720495218407414	3.134159581376573
hsa-miR-651-5p	3	14	14	12.81	2.93	X:hsa;hsa-mir-651,8126980,8127001,+	12.805795537180254	2.9252156092848014
hsa-miR-1-3p	5	14	7	12.81	2.93	20:hsa;hsa-mir-1-1,62554351,62554372,+	6.402897768590127	1.4626078046424007
hsa-miR-30b-3p	2	14	14	12.81	2.93	8:hsa;hsa-mir-30b,134800574,134800595,-	12.805795537180254	2.9252156092848014
hsa-miR-1-3p	5	14	7	12.81	2.93	18:hsa;hsa-mir-1-2,21829056,21829077,-	6.402897768590127	1.4626078046424007
hsa-miR-4326	1	14	14	12.81	2.93	20:hsa;hsa-mir-4326,63286818,63286837,+	12.805795537180254	2.9252156092848014
hsa-miR-216b-5p	3	14	14	12.81	2.93	2:hsa;hsa-mir-216b,56000724,56000745,-	12.805795537180254	2.9252156092848014
hsa-miR-452-5p	5	14	14	12.81	2.93	X:hsa;hsa-mir-452,151959641,151959662,-	12.805795537180254	2.9252156092848014
hsa-miR-3679-5p	3	14	14	12.81	2.93	2:hsa;hsa-mir-3679,134127130,134127152,+	12.805795537180254	2.9252156092848014
hsa-miR-590-3p	3	14	14	12.81	2.93	7:hsa;hsa-mir-590,74191253,74191273,+	12.805795537180254	2.9252156092848014
hsa-miR-3178	1	13	13	11.89	2.72	16:hsa;hsa-mir-3178,2531932,2531948,-	11.891095855953093	2.7162716371930298
hsa-miR-3173-5p	1	13	13	11.89	2.72	14:hsa;hsa-mir-3173,95137923,95137944,-	11.891095855953093	2.7162716371930298
hsa-miR-449a	1	13	13	11.89	2.72	5:hsa;hsa-mir-449a,55170547,55170568,-	11.891095855953093	2.7162716371930298
hsa-miR-215-5p	5	13	10.5	11.89	2.72	1:hsa;hsa-mir-215,220117879,220117899,-	9.60434665288519	2.193911706963601
hsa-miR-4508	1	13	13	11.89	2.72	15:hsa;hsa-mir-4508,23562070,23562086,-	11.891095855953093	2.7162716371930298
hsa-miR-331-5p	1	13	13	11.89	2.72	12:hsa;hsa-mir-331,95308445,95308466,+	11.891095855953093	2.7162716371930298
hsa-miR-15b-3p	5	13	13	11.89	2.72	3:hsa;hsa-mir-15b,160404645,160404666,+	11.891095855953093	2.7162716371930298
hsa-miR-18a-3p	4	13	13	11.89	2.72	13:hsa;hsa-mir-18a,91350797,91350819,+	11.891095855953093	2.7162716371930298
hsa-miR-4680-3p	1	13	13	11.89	2.72	10:hsa;hsa-mir-4680,110898131,110898151,+	11.891095855953093	2.7162716371930298
hsa-miR-629-3p	2	12	12	10.98	2.51	15:hsa;hsa-mir-629,70079432,70079453,-	10.976396174725933	2.507327665101258
hsa-miR-135a-2-3p	3	12	12	10.98	2.51	12:hsa;hsa-mir-135a-2,97563872,97563893,+	10.976396174725933	2.507327665101258
hsa-miR-129-5p	5	12	6.5	10.98	2.51	11:hsa;hsa-mir-129-2,43581408,43581428,+	5.945547927976547	1.3581358185965149
hsa-miR-7-1-3p	3	12	12	10.98	2.51	9:hsa;hsa-mir-7-1,83969813,83969834,-	10.976396174725933	2.507327665101258
hsa-miR-210-5p	4	12	12	10.98	2.51	11:hsa;hsa-mir-210,568116,568137,-	10.976396174725933	2.507327665101258
hsa-miR-4761-3p	1	12	12	10.98	2.51	22:hsa;hsa-mir-4761,19963814,19963834,+	10.976396174725933	2.507327665101258
hsa-miR-326	3	12	12	10.98	2.51	11:hsa;hsa-mir-326,75335151,75335170,-	10.976396174725933	2.507327665101258
hsa-miR-1270	4	12	12	10.98	2.51	19:hsa;hsa-mir-1270,20399284,20399306,-	10.976396174725933	2.507327665101258
hsa-miR-195-5p	1	12	12	10.98	2.51	17:hsa;hsa-mir-195,7017629,7017649,-	10.976396174725933	2.507327665101258
hsa-miR-1261	1	12	12	10.98	2.51	11:hsa;hsa-mir-1261,90869125,90869143,-	10.976396174725933	2.507327665101258
hsa-miR-500b-3p	4	12	11	10.98	2.51	X:hsa;hsa-mir-500b,50010722,50010741,+	10.061696493498772	2.298383693009487
hsa-miR-30c-1-3p	3	12	12	10.98	2.51	1:hsa;hsa-mir-30c-1,40757339,40757360,+	10.976396174725933	2.507327665101258
hsa-miR-365a-5p	5	12	12	10.98	2.51	16:hsa;hsa-mir-365a,14309300,14309322,+	10.976396174725933	2.507327665101258
hsa-let-7c-3p	2	12	12	10.98	2.51	21:hsa;hsa-let-7c,16539883,16539904,+	10.976396174725933	2.507327665101258
hsa-miR-150-5p	4	12	12	10.98	2.51	19:hsa;hsa-mir-150,49500800,49500821,-	10.976396174725933	2.507327665101258
hsa-let-7i-3p	1	12	12	10.98	2.51	12:hsa;hsa-let-7i,62603747,62603768,+	10.976396174725933	2.507327665101258
hsa-miR-7706	4	11	11	10.06	2.3	15:hsa;hsa-mir-7706,85380639,85380662,+	10.061696493498772	2.298383693009487
hsa-miR-760	2	11	11	10.06	2.3	1:hsa;hsa-mir-760,93846880,93846899,+	10.061696493498772	2.298383693009487
hsa-miR-493-5p	1	11	11	10.06	2.3	14:hsa;hsa-mir-493,100869075,100869096,+	10.061696493498772	2.298383693009487
hsa-miR-1306-3p	1	11	11	10.06	2.3	22:hsa;hsa-mir-1306,20086112,20086129,+	10.061696493498772	2.298383693009487
hsa-miR-892a	3	11	11	10.06	2.3	X:hsa;hsa-mir-892a,145996713,145996733,-	10.061696493498772	2.298383693009487
hsa-miR-129-5p	4	11	5.5	10.06	2.3	7:hsa;hsa-mir-129-1,128207876,128207896,+	5.030848246749386	1.1491918465047435
hsa-miR-3909	2	11	11	10.06	2.3	22:hsa;hsa-mir-3909,35335710,35335731,+	10.061696493498772	2.298383693009487
hsa-miR-508-3p	1	11	11	10.06	2.3	X:hsa;hsa-mir-508,147236973,147236995,-	10.061696493498772	2.298383693009487
hsa-miR-206	3	11	11	10.06	2.3	6:hsa;hsa-mir-206,52144401,52144422,+	10.061696493498772	2.298383693009487
hsa-miR-181c-5p	2	10	10	9.15	2.09	19:hsa;hsa-mir-181c,13874725,13874746,+	9.14699681227161	2.0894397209177153
hsa-miR-6869-5p	1	10	10	9.15	2.09	20:hsa;hsa-mir-6869,1392900,1392921,-	9.14699681227161	2.0894397209177153
hsa-miR-514a-3p	3	10	2	9.15	2.09	X:hsa;hsa-mir-514a-3,147284694,147284714,-	1.829399362454322	0.4178879441835431
hsa-miR-145-5p	2	10	10	9.15	2.09	5:hsa;hsa-mir-145,149430661,149430683,+	9.14699681227161	2.0894397209177153
hsa-miR-191-3p	2	10	10	9.15	2.09	3:hsa;hsa-mir-191,49020675,49020696,-	9.14699681227161	2.0894397209177153
hsa-miR-514a-3p	3	10	2	9.15	2.09	X:hsa;hsa-mir-514a-2,147281996,147282016,-	1.829399362454322	0.4178879441835431
hsa-miR-891b	1	10	10	9.15	2.09	X:hsa;hsa-mir-891b,146001063,146001084,-	9.14699681227161	2.0894397209177153
hsa-miR-514a-3p	3	10	2	9.15	2.09	X:hsa;hsa-mir-514a-2,147284694,147284714,-	1.829399362454322	0.4178879441835431
hsa-miR-6810-3p	1	10	10	9.15	2.09	2:hsa;hsa-mir-6810,218341958,218341980,+	9.14699681227161	2.0894397209177153
hsa-miR-23a-5p	2	10	10	9.15	2.09	19:hsa;hsa-mir-23a,13836595,13836616,-	9.14699681227161	2.0894397209177153
hsa-miR-514a-3p	3	10	2	9.15	2.09	X:hsa;hsa-mir-514a-3,147281996,147282016,-	1.829399362454322	0.4178879441835431
hsa-miR-3913-5p	1	10	5	9.15	2.09	12:hsa;hsa-mir-3913-1,69584744,69584765,-	4.573498406135805	1.0447198604588577
hsa-let-7f-2-3p	1	10	10	9.15	2.09	X:hsa;hsa-let-7f-2,53557249,53557270,-	9.14699681227161	2.0894397209177153
hsa-let-7f-1-3p	2	10	10	9.15	2.09	9:hsa;hsa-let-7f-1,94176409,94176430,+	9.14699681227161	2.0894397209177153
hsa-miR-3913-5p	1	10	5	9.15	2.09	12:hsa;hsa-mir-3913-2,69584744,69584765,+	4.573498406135805	1.0447198604588577
hsa-miR-338-3p	1	10	10	9.15	2.09	17:hsa;hsa-mir-338,81125924,81125945,-	9.14699681227161	2.0894397209177153
hsa-miR-514a-3p	3	10	2	9.15	2.09	X:hsa;hsa-mir-514a-1,147279305,147279325,-	1.829399362454322	0.4178879441835431
hsa-miR-550a-5p	1	9	3	8.23	1.88	7:hsa;hsa-mir-550a-1,30289815,30289837,+	2.744099043681483	0.6268319162753145
hsa-miR-1226-3p	2	9	9	8.23	1.88	3:hsa;hsa-mir-1226,47849608,47849629,+	8.232297131044449	1.8804957488259437
hsa-miR-550a-3-5p	1	9	3	8.23	1.88	7:hsa;hsa-mir-550a-3,29680754,29680773,-	2.744099043681483	0.6268319162753145
hsa-miR-138-1-3p	2	9	9	8.23	1.88	3:hsa;hsa-mir-138-1,44114274,44114295,+	8.232297131044449	1.8804957488259437
hsa-miR-509-3-5p	1	9	9	8.23	1.88	X:hsa;hsa-mir-509-3,147259661,147259682,-	8.232297131044449	1.8804957488259437
