name	unique reads 32161248_EXO_S29	32161248_EXO_S29	32161248_EXO_S29 (mult. map. adj.)	PM32161248_EXO_S29(lib)	32161248_EXO_S29 (total)	coordinateString 32161248_EXO_S29	32161248_EXO_S29 (lib)	32161248_EXO_S29 (total)
hsa-miR-3615	8	262	262	71.13	16.68	17:hsa;hsa-mir-3615,74748663,74748683,+	71.12981843435125	16.675855359995438
hsa-miR-374a-5p	8	259	258	70.32	16.48	X:hsa;hsa-mir-374a,74287297,74287318,-	70.0438670078726	16.421262148392454
hsa-miR-125b-1-3p	5	255	255	69.23	16.23	11:hsa;hsa-mir-125b-1,122099811,122099832,-	69.22940343801362	16.230317239690216
hsa-miR-29c-5p	9	252	252	68.41	16.04	1:hsa;hsa-mir-29c,207801867,207801888,-	68.41493986815463	16.03937233098798
hsa-miR-421	11	251	251	68.14	15.98	X:hsa;hsa-mir-421,74218424,74218446,-	68.14345201153498	15.975724028087233
hsa-miR-489-3p	9	244	244	66.24	15.53	7:hsa;hsa-mir-489,93483987,93484008,-	66.24303701519734	15.53018590778201
hsa-miR-365a-3p	7	243	121.5	65.97	15.47	16:hsa;hsa-mir-365a,14309340,14309361,+	32.985774579288844	7.733268802440633
hsa-miR-500b-5p	5	243	121.5	65.97	15.47	X:hsa;hsa-mir-500b,50010682,50010699,+	32.985774579288844	7.733268802440633
hsa-miR-365b-3p	7	243	121.5	65.97	15.47	17:hsa;hsa-mir-365b,31575478,31575499,+	32.985774579288844	7.733268802440633
hsa-miR-3613-5p	9	239	239	64.89	15.21	13:hsa;hsa-mir-3613,49996430,49996451,-	64.88559773209904	15.211944393278282
hsa-miR-339-5p	4	234	234	63.53	14.89	7:hsa;hsa-mir-339,1022947,1022969,-	63.528158449000735	14.893702878774551
hsa-miR-454-3p	7	234	234	63.53	14.89	17:hsa;hsa-mir-454,59137821,59137843,-	63.528158449000735	14.893702878774551
hsa-miR-140-5p	11	232	232	62.99	14.77	16:hsa;hsa-mir-140,69933103,69933124,+	62.985182735761406	14.76640627297306
hsa-miR-132-3p	10	228	228	61.9	14.51	17:hsa;hsa-mir-132,2049966,2049987,-	61.89923130928276	14.511813061370075
hsa-miR-130b-5p	8	225	225	61.08	14.32	22:hsa;hsa-mir-130b,21653316,21653336,+	61.08476773942378	14.320868152667838
hsa-miR-129-1-3p	8	223	223	60.54	14.19	7:hsa;hsa-mir-129-1,128207920,128207941,+	60.54179202618446	14.193571546866346
hsa-miR-22-5p	7	221	221	60	14.07	17:hsa;hsa-mir-22,1713917,1713938,-	59.99881631294514	14.066274941064854
hsa-miR-424-5p	5	220	220	59.73	14	X:hsa;hsa-mir-424,134546624,134546645,-	59.72732845632547	14.002626638164108
hsa-let-7e-3p	9	220	219	59.73	14	19:hsa;hsa-let-7e,51692838,51692859,+	59.455840599705816	13.938978335263362
hsa-miR-4446-3p	5	214	214	58.1	13.62	3:hsa;hsa-mir-4446,113594918,113594939,+	58.09840131660751	13.620736820759634
hsa-miR-155-5p	6	212	212	57.56	13.49	21:hsa;hsa-mir-155,25573983,25574006,+	57.555425603368185	13.493440214958142
hsa-miR-625-3p	4	209	209	56.74	13.3	14:hsa;hsa-mir-625,65471153,65471174,+	56.7409620335092	13.302495306255903
hsa-miR-9985	6	208	102.67	56.47	13.24	Y:hsa;hsa-mir-9985,4606140,4606158,+	27.872753279618557	6.534559097809917
hsa-miR-3605-3p	8	201	201	54.57	12.79	1:hsa;hsa-mir-3605,33332458,33332480,-	54.56905918055191	12.793308883049935
hsa-miR-218-5p	2	185	92.5	50.23	11.77	5:hsa;hsa-mir-218-2,168768170,168768190,-	25.112626737318664	5.887468018319
hsa-miR-218-5p	2	185	92.5	50.23	11.77	4:hsa;hsa-mir-218-1,20528299,20528319,+	25.112626737318664	5.887468018319
hsa-miR-1-3p	4	185	92.5	50.23	11.77	18:hsa;hsa-mir-1-2,21829056,21829077,-	25.112626737318664	5.887468018319
hsa-miR-1-3p	4	185	92.5	50.23	11.77	20:hsa;hsa-mir-1-1,62554351,62554372,+	25.112626737318664	5.887468018319
hsa-miR-20b-5p	5	183	183	49.68	11.65	X:hsa;hsa-mir-20b,134169814,134169836,-	49.682277761398005	11.647639430836508
hsa-miR-206	2	179	179	48.6	11.39	6:hsa;hsa-mir-206,52144401,52144422,+	48.59632633491936	11.393046219233524
hsa-miR-1468-5p	5	171	171	46.42	10.88	X:hsa;hsa-mir-1468,63786014,63786034,-	46.42442348196207	10.883859796027558
hsa-miR-542-3p	4	163	163	44.25	10.37	X:hsa;hsa-mir-542,134541393,134541414,-	44.252520629004785	10.37467337282159
hsa-miR-210-3p	4	159	159	43.17	10.12	11:hsa;hsa-mir-210,568154,568175,-	43.16656920252614	10.120080161218606
hsa-miR-24-2-5p	2	158	158	42.9	10.06	19:hsa;hsa-mir-24-2,13836299,13836320,-	42.895081345906476	10.05643185831786
hsa-miR-1304-3p	3	154	154	41.81	9.8	11:hsa;hsa-mir-1304,93733726,93733747,-	41.80912991942783	9.801838646714875
hsa-miR-30b-3p	8	153	153	41.54	9.74	8:hsa;hsa-mir-30b,134800574,134800595,-	41.53764206280817	9.73819034381413
hsa-miR-23a-5p	6	151	151	40.99	9.61	19:hsa;hsa-mir-23a,13836595,13836616,-	40.994666349568845	9.610893738012638
hsa-miR-365b-5p	3	151	151	40.99	9.61	17:hsa;hsa-mir-365b,31575439,31575460,+	40.994666349568845	9.610893738012638
hsa-miR-769-5p	6	150	150	40.72	9.55	19:hsa;hsa-mir-769,46018961,46018982,+	40.72317849294919	9.547245435111892
hsa-miR-425-3p	5	150	150	40.72	9.55	3:hsa;hsa-mir-425,49020202,49020223,-	40.72317849294919	9.547245435111892
hsa-miR-92b-5p	4	146	146	39.64	9.29	1:hsa;hsa-mir-92b,155195196,155195217,+	39.637227066470544	9.292652223508908
hsa-let-7i-3p	2	145	145	39.37	9.23	12:hsa;hsa-let-7i,62603747,62603768,+	39.36573920985088	9.229003920608163
hsa-miR-25-5p	5	145	145	39.37	9.23	7:hsa;hsa-mir-25,100093573,100093593,-	39.36573920985088	9.229003920608163
hsa-miR-181a-3p	5	143	143	38.82	9.1	1:hsa;hsa-mir-181a-1,198859107,198859128,-	38.82276349661156	9.10170731480667
hsa-miR-4680-3p	1	142	142	38.55	9.04	10:hsa;hsa-mir-4680,110898131,110898151,+	38.5512756399919	9.038059011905924
hsa-miR-641	3	140	140	38.01	8.91	19:hsa;hsa-mir-641,40282558,40282581,-	38.00829992675258	8.910762406104432
hsa-miR-342-5p	5	140	140	38.01	8.91	14:hsa;hsa-mir-342,100109673,100109693,+	38.00829992675258	8.910762406104432
hsa-miR-629-5p	3	138	138	37.47	8.78	15:hsa;hsa-mir-629,70079393,70079413,-	37.46532421351325	8.78346580030294
hsa-miR-16-2-3p	11	130	130	35.29	8.27	3:hsa;hsa-mir-16-2,160404797,160404818,+	35.29342136055596	8.274279377096972
hsa-miR-1249-3p	13	128	128	34.75	8.15	22:hsa;hsa-mir-1249,45200994,45201015,-	34.75044564731664	8.146982771295482
hsa-miR-223-3p	4	126	126	34.21	8.02	X:hsa;hsa-mir-223,66018937,66018958,+	34.20746993407732	8.01968616549399
hsa-miR-190a-5p	5	126	126	34.21	8.02	15:hsa;hsa-mir-190a,62823971,62823992,+	34.20746993407732	8.01968616549399
hsa-miR-15a-5p	4	120	120	32.58	7.64	13:hsa;hsa-mir-15a,50049132,50049153,-	32.57854279435935	7.6377963480895135
hsa-miR-450a-1-3p	1	114	114	30.95	7.26	X:hsa;hsa-mir-450a-1,134540393,134540414,-	30.94961565464138	7.255906530685038
hsa-miR-590-3p	3	113	113	30.68	7.19	7:hsa;hsa-mir-590,74191253,74191273,+	30.67812779802172	7.192258227784292
hsa-miR-30d-3p	14	112	111.5	30.41	7.13	8:hsa;hsa-mir-30d,134804921,134804942,-	30.27089601309223	7.096785773433173
hsa-miR-193b-5p	5	109	109	29.59	6.94	16:hsa;hsa-mir-193b,14303980,14304001,+	29.592176371543076	6.937665016181308
hsa-miR-2110	4	106	106	28.78	6.75	10:hsa;hsa-mir-2110,114174112,114174133,-	28.777712801684093	6.746720107479071
hsa-miR-362-3p	2	105	105	28.51	6.68	X:hsa;hsa-mir-362,50009005,50009026,+	28.50622494506443	6.683071804578325
hsa-miR-582-5p	4	103	103	27.96	6.56	5:hsa;hsa-mir-582,59703621,59703643,-	27.96324923182511	6.555775198776833
hsa-miR-187-3p	5	102	102	27.69	6.49	18:hsa;hsa-mir-187,35904888,35904909,-	27.69176137520545	6.492126895876087
hsa-miR-1229-3p	5	101	101	27.42	6.43	5:hsa;hsa-mir-1229,179798324,179798346,-	27.420273518585788	6.428478592975341
hsa-miR-485-3p	2	101	101	27.42	6.43	14:hsa;hsa-mir-485,101055464,101055485,+	27.420273518585788	6.428478592975341
hsa-miR-4662a-5p	3	98	98	26.61	6.24	8:hsa;hsa-mir-4662a,124821990,124822011,+	26.6058099487268	6.237533684273103
hsa-miR-653-5p	3	97	97	26.33	6.17	7:hsa;hsa-mir-653,93482772,93482792,-	26.33432209210714	6.173885381372357
hsa-miR-378c	1	96	48	26.06	6.11	10:hsa;hsa-mir-378c,130962598,130962622,-	13.03141711774374	3.0551185392358056
hsa-miR-17-3p	3	94	94	25.52	5.98	13:hsa;hsa-mir-17,91350655,91350676,+	25.519858522248157	5.982940472670119
hsa-miR-23b-5p	3	93	93	25.25	5.92	9:hsa;hsa-mir-23b,95085227,95085248,+	25.248370665628496	5.919292169769373
hsa-miR-29b-1-5p	3	92	92	24.98	5.86	7:hsa;hsa-mir-29b-1,130877468,130877491,-	24.976882809008835	5.855643866868627
hsa-miR-499a-3p	2	86	86	23.35	5.47	20:hsa;hsa-mir-499a,34990445,34990466,+	23.34795566929087	5.4737540494641514
hsa-miR-514a-3p	4	84	16.8	22.8	5.35	X:hsa;hsa-mir-514a-1,147279305,147279325,-	4.560995991210308	1.0692914887325318
hsa-miR-514a-3p	4	84	16.8	22.8	5.35	X:hsa;hsa-mir-514a-3,147281996,147282016,-	4.560995991210308	1.0692914887325318
hsa-miR-514a-3p	4	84	16.8	22.8	5.35	X:hsa;hsa-mir-514a-2,147284694,147284714,-	4.560995991210308	1.0692914887325318
hsa-miR-514a-3p	4	84	16.8	22.8	5.35	X:hsa;hsa-mir-514a-3,147284694,147284714,-	4.560995991210308	1.0692914887325318
hsa-miR-514a-3p	4	84	16.8	22.8	5.35	X:hsa;hsa-mir-514a-2,147281996,147282016,-	4.560995991210308	1.0692914887325318
hsa-miR-382-5p	3	82	82	22.26	5.22	14:hsa;hsa-mir-382,101054316,101054337,+	22.26200424281222	5.219160837861168
hsa-miR-339-3p	5	79	79	21.45	5.03	7:hsa;hsa-mir-339,1022982,1023004,-	21.447540672953238	5.02821592915893
hsa-miR-10527-5p	2	79	79	21.45	5.03	12:hsa;hsa-mir-10527,63823663,63823685,+	21.447540672953238	5.02821592915893
hsa-miR-3182	1	78	78	21.18	4.96	16:hsa;hsa-mir-3182,83508349,83508365,+	21.176052816333577	4.964567626258184
hsa-miR-138-5p	2	74	37	20.09	4.71	3:hsa;hsa-mir-138-1,44114234,44114256,+	10.045050694927466	2.3549872073276
hsa-miR-944	2	74	74	20.09	4.71	3:hsa;hsa-mir-944,189829975,189829996,+	20.090101389854933	4.7099744146552
hsa-miR-138-5p	2	74	37	20.09	4.71	16:hsa;hsa-mir-138-2,56858527,56858549,+	10.045050694927466	2.3549872073276
hsa-miR-326	2	74	74	20.09	4.71	11:hsa;hsa-mir-326,75335151,75335170,-	20.090101389854933	4.7099744146552
hsa-miR-181d-5p	3	73	73	19.82	4.65	19:hsa;hsa-mir-181d,13874910,13874932,+	19.818613533235272	4.646326111754454
hsa-miR-503-5p	1	73	73	19.82	4.65	X:hsa;hsa-mir-503,134546333,134546355,-	19.818613533235272	4.646326111754454
hsa-miR-4728-3p	5	73	73	19.82	4.65	17:hsa;hsa-mir-4728,39726537,39726561,+	19.818613533235272	4.646326111754454
hsa-miR-1270	2	71	71	19.28	4.52	19:hsa;hsa-mir-1270,20399284,20399306,-	19.27563781999595	4.519029505952962
hsa-miR-589-3p	1	71	71	19.28	4.52	7:hsa;hsa-mir-589,5495879,5495902,-	19.27563781999595	4.519029505952962
hsa-miR-26a-2-3p	5	71	71	19.28	4.52	12:hsa;hsa-mir-26a-2,57824660,57824681,-	19.27563781999595	4.519029505952962
hsa-miR-450b-5p	3	71	71	19.28	4.52	X:hsa;hsa-mir-450b,134540195,134540216,-	19.27563781999595	4.519029505952962
hsa-miR-494-3p	3	70	70	19	4.46	14:hsa;hsa-mir-494,101029681,101029702,+	19.00414996337629	4.455381203052216
hsa-miR-26b-3p	2	69	69	18.73	4.39	2:hsa;hsa-mir-26b,218402692,218402712,+	18.732662106756624	4.39173290015147
hsa-miR-6759-5p	1	68	68	18.46	4.33	12:hsa;hsa-mir-6759,57748623,57748644,-	18.461174250136963	4.328084597250724
hsa-miR-203b-3p	4	67	67	18.19	4.26	14:hsa;hsa-mir-203b,104117471,104117493,-	18.189686393517302	4.264436294349978
hsa-miR-301a-5p	2	67	67	18.19	4.26	17:hsa;hsa-mir-301a,59151149,59151170,-	18.189686393517302	4.264436294349978
hsa-miR-660-3p	3	66	66	17.92	4.2	X:hsa;hsa-mir-660,50013292,50013312,+	17.91819853689764	4.200787991449232
hsa-miR-221-5p	6	66	66	17.92	4.2	X:hsa;hsa-mir-221,45746181,45746202,-	17.91819853689764	4.200787991449232
hsa-miR-338-5p	2	65	65	17.65	4.14	17:hsa;hsa-mir-338,81125888,81125909,-	17.64671068027798	4.137139688548486
hsa-miR-92a-2-5p	2	64	64	17.38	4.07	X:hsa;hsa-mir-92a-2,134169546,134169567,-	17.37522282365832	4.073491385647741
hsa-miR-502-5p	2	64	64	17.38	4.07	X:hsa;hsa-mir-502,50014613,50014633,+	17.37522282365832	4.073491385647741
hsa-miR-211-5p	9	64	48.5	17.38	4.07	15:hsa;hsa-mir-211,31065057,31065078,-	13.16716104605357	3.0869426906861785
hsa-miR-653-3p	1	63	63	17.1	4.01	7:hsa;hsa-mir-653,93482810,93482831,-	17.10373496703866	4.009843082746995
hsa-miR-193b-3p	3	63	63	17.1	4.01	16:hsa;hsa-mir-193b,14304017,14304038,+	17.10373496703866	4.009843082746995
hsa-miR-296-3p	1	62	62	16.83	3.95	20:hsa;hsa-mir-296,58817662,58817683,-	16.832247110418997	3.9461947798462487
hsa-miR-217-5p	3	58	58	15.75	3.69	2:hsa;hsa-mir-217,55983001,55983023,-	15.746295683940351	3.691601568243265
hsa-miR-18a-3p	1	57	57	15.47	3.63	13:hsa;hsa-mir-18a,91350797,91350819,+	15.47480782732069	3.627953265342519
hsa-miR-652-5p	2	57	57	15.47	3.63	X:hsa;hsa-mir-652,110055349,110055373,+	15.47480782732069	3.627953265342519
hsa-miR-937-3p	3	56	56	15.2	3.56	8:hsa;hsa-mir-937,143813007,143813028,-	15.20331997070103	3.564304962441773
hsa-miR-4326	2	55	55	14.93	3.5	20:hsa;hsa-mir-4326,63286818,63286837,+	14.931832114081368	3.500656659541027
hsa-miR-7-5p	3	54	18	14.66	3.44	19:hsa;hsa-mir-7-3,4770700,4770723,+	4.886781419153902	1.1456694522134268
hsa-miR-7-5p	3	54	18	14.66	3.44	9:hsa;hsa-mir-7-1,83969771,83969794,-	4.886781419153902	1.1456694522134268
hsa-miR-7-5p	3	54	18	14.66	3.44	15:hsa;hsa-mir-7-2,88611856,88611879,+	4.886781419153902	1.1456694522134268
hsa-miR-141-5p	1	53	53	14.39	3.37	12:hsa;hsa-mir-141,6964113,6964134,+	14.388856400842046	3.3733600537395354
hsa-miR-92a-1-5p	1	52	52	14.12	3.31	13:hsa;hsa-mir-92a-1,91351324,91351346,+	14.117368544222385	3.3097117508387894
hsa-miR-7-1-3p	1	51	51	13.85	3.25	9:hsa;hsa-mir-7-1,83969813,83969834,-	13.845880687602724	3.2460634479380435
hsa-miR-509-3p	1	48	12	13.03	3.06	X:hsa;hsa-mir-509-3,147259695,147259716,-	3.257854279435935	0.7637796348089514
hsa-miR-509-3p	1	48	12	13.03	3.06	X:hsa;hsa-mir-509-1,147260586,147260607,-	3.257854279435935	0.7637796348089514
hsa-miR-509-3p	1	48	12	13.03	3.06	X:hsa;hsa-mir-509-2,147260589,147260610,-	3.257854279435935	0.7637796348089514
hsa-miR-509-3p	1	48	12	13.03	3.06	X:hsa;hsa-mir-509-2,147258814,147258835,-	3.257854279435935	0.7637796348089514
hsa-miR-1303	1	48	48	13.03	3.06	5:hsa;hsa-mir-1303,154685827,154685848,+	13.03141711774374	3.0551185392358056
hsa-miR-224-3p	2	47	47	12.76	2.99	X:hsa;hsa-mir-224,151958630,151958652,-	12.759929261124078	2.9914702363350596
hsa-miR-6511b-3p	2	46	11.5	12.49	2.93	16:hsa;hsa-mir-6511b-2,2106725,2106747,-	3.1221103511261044	0.7319554833585784
hsa-miR-129-5p	3	46	23	12.49	2.93	7:hsa;hsa-mir-129-1,128207876,128207896,+	6.244220702252209	1.4639109667171568
hsa-miR-6511b-3p	2	46	11.5	12.49	2.93	16:hsa;hsa-mir-6511b-2,15134122,15134144,-	3.1221103511261044	0.7319554833585784
hsa-miR-6511b-3p	2	46	11.5	12.49	2.93	16:hsa;hsa-mir-6511b-1,2106721,2106743,-	3.1221103511261044	0.7319554833585784
hsa-miR-6511b-3p	2	46	11.5	12.49	2.93	16:hsa;hsa-mir-6511b-1,15134118,15134140,-	3.1221103511261044	0.7319554833585784
hsa-miR-129-5p	3	46	23	12.49	2.93	11:hsa;hsa-mir-129-2,43581408,43581428,+	6.244220702252209	1.4639109667171568
hsa-miR-1306-5p	2	45	45	12.22	2.86	22:hsa;hsa-mir-1306,20086072,20086093,+	12.216953547884756	2.8641736305335677
hsa-miR-4748	1	44	44	11.95	2.8	19:hsa;hsa-mir-4748,10780263,10780283,+	11.945465691265095	2.8005253276328217
hsa-miR-32-5p	1	43	43	11.67	2.74	9:hsa;hsa-mir-32,109046234,109046255,-	11.673977834645434	2.7368770247320757
hsa-miR-504-5p	3	43	43	11.67	2.74	X:hsa;hsa-mir-504,138667723,138667744,-	11.673977834645434	2.7368770247320757
hsa-miR-374a-3p	1	42	42	11.4	2.67	X:hsa;hsa-mir-374a,74287327,74287348,-	11.402489978025772	2.6732287218313298
hsa-miR-6818-3p	1	41	41	11.13	2.61	22:hsa;hsa-mir-6818,30007092,30007113,+	11.13100212140611	2.609580418930584
hsa-miR-1269a	1	41	41	11.13	2.61	4:hsa;hsa-mir-1269a,66276890,66276911,+	11.13100212140611	2.609580418930584
hsa-miR-654-3p	2	40	40	10.86	2.55	14:hsa;hsa-mir-654,101040269,101040290,+	10.85951426478645	2.545932116029838
hsa-miR-942-5p	1	40	40	10.86	2.55	1:hsa;hsa-mir-942,117094655,117094676,+	10.85951426478645	2.545932116029838
hsa-let-7c-3p	2	39	38.5	10.59	2.48	21:hsa;hsa-let-7c,16539883,16539904,+	10.452282479856958	2.450459661678719
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-5,63919914,63919936,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-5,63919802,63919824,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-3,63919551,63919573,+	0.6068552089145368	0.14227267707225563
hsa-miR-34b-3p	2	38	38	10.32	2.42	11:hsa;hsa-mir-34b,111512987,111513008,+	10.316538551547128	2.418635510228346
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-2,63919802,63919824,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-4,63919914,63919936,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-2,63919551,63919573,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-3,63919802,63919824,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-5,63919551,63919573,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-4,63919551,63919573,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-3,63919914,63919936,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-2,63919607,63919629,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-3,63919607,63919629,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-5,63919607,63919629,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-4,63919607,63919629,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-1,63919495,63919517,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-4,63919802,63919824,+	0.6068552089145368	0.14227267707225563
hsa-miR-941	2	38	2.24	10.32	2.42	20:hsa;hsa-mir-941-2,63919914,63919936,+	0.6068552089145368	0.14227267707225563
hsa-miR-20a-3p	1	37	37	10.05	2.35	13:hsa;hsa-mir-20a,91351108,91351129,+	10.045050694927466	2.3549872073276
hsa-miR-135a-2-3p	4	37	37	10.05	2.35	12:hsa;hsa-mir-135a-2,97563872,97563893,+	10.045050694927466	2.3549872073276
hsa-miR-487b-3p	2	36	36	9.77	2.29	14:hsa;hsa-mir-487b,101046505,101046526,+	9.773562838307805	2.291338904426854
hsa-miR-32-3p	3	36	36	9.77	2.29	9:hsa;hsa-mir-32,109046275,109046296,-	9.773562838307805	2.291338904426854
hsa-miR-548aw	1	35	35	9.5	2.23	9:hsa;hsa-mir-548aw,132945714,132945733,+	9.502074981688144	2.227690601526108
hsa-miR-450a-5p	2	34	17	9.23	2.16	X:hsa;hsa-mir-450a-1,134540358,134540379,-	4.615293562534241	1.082021149312681
hsa-miR-96-5p	1	34	34	9.23	2.16	7:hsa;hsa-mir-96,129774700,129774722,-	9.230587125068482	2.164042298625362
hsa-miR-126-5p	3	34	34	9.23	2.16	9:hsa;hsa-mir-126,136670616,136670636,+	9.230587125068482	2.164042298625362
hsa-let-7f-1-3p	2	34	34	9.23	2.16	9:hsa;hsa-let-7f-1,94176409,94176430,+	9.230587125068482	2.164042298625362
hsa-miR-23c	8	34	20	9.23	2.16	X:hsa;hsa-mir-23c,20017153,20017174,-	5.429757132393225	1.272966058014919
hsa-miR-450a-5p	2	34	17	9.23	2.16	X:hsa;hsa-mir-450a-2,134540530,134540551,-	4.615293562534241	1.082021149312681
hsa-miR-486-5p	2	33	16.5	8.96	2.1	8:hsa;hsa-mir-486-2,41660444,41660465,+	4.47954963422441	1.050196997862308
hsa-miR-27b-5p	1	33	33	8.96	2.1	9:hsa;hsa-mir-27b,95085463,95085484,+	8.95909926844882	2.100393995724616
hsa-miR-486-5p	2	33	16.5	8.96	2.1	8:hsa;hsa-mir-486-1,41660444,41660465,-	4.47954963422441	1.050196997862308
hsa-miR-7975	2	32	32	8.69	2.04	19:hsa;hsa-mir-7975,55123275,55123292,-	8.68761141182916	2.0367456928238705
hsa-miR-452-5p	1	32	32	8.69	2.04	X:hsa;hsa-mir-452,151959641,151959662,-	8.68761141182916	2.0367456928238705
hsa-miR-4636	1	31	31	8.42	1.97	5:hsa;hsa-mir-4636,9053825,9053846,-	8.416123555209499	1.9730973899231243
hsa-miR-330-3p	2	31	31	8.42	1.97	19:hsa;hsa-mir-330,45639050,45639072,-	8.416123555209499	1.9730973899231243
hsa-miR-505-5p	2	30	30	8.14	1.91	X:hsa;hsa-mir-505,139924162,139924183,-	8.144635698589838	1.9094490870223784
hsa-miR-1914-5p	1	30	30	8.14	1.91	20:hsa;hsa-mir-1914,63941477,63941498,-	8.144635698589838	1.9094490870223784
hsa-miR-636	2	28	28	7.6	1.78	17:hsa;hsa-mir-636,76736510,76736532,-	7.601659985350515	1.7821524812208864
hsa-miR-130a-3p	3	27	27	7.33	1.72	11:hsa;hsa-mir-130a,57641252,57641273,+	7.330172128730854	1.7185041783201405
hsa-miR-4510	8	27	13.2	7.33	1.72	15:hsa;hsa-mir-4510,35926863,35926884,+	3.583639707379528	0.8401575982898465
hsa-miR-629-3p	3	27	27	7.33	1.72	15:hsa;hsa-mir-629,70079432,70079453,-	7.330172128730854	1.7185041783201405
hsa-miR-34c-5p	1	26	26	7.06	1.65	11:hsa;hsa-mir-34c,111513451,111513473,+	7.058684272111193	1.6548558754193947
hsa-miR-126-3p	2	26	26	7.06	1.65	9:hsa;hsa-mir-126,136670653,136670674,+	7.058684272111193	1.6548558754193947
hsa-miR-499a-5p	2	24	24	6.52	1.53	20:hsa;hsa-mir-499a,34990408,34990428,+	6.51570855887187	1.5275592696179028
hsa-miR-29a-5p	1	24	24	6.52	1.53	7:hsa;hsa-mir-29a,130876750,130876771,-	6.51570855887187	1.5275592696179028
hsa-miR-187-5p	2	17	17	4.62	1.08	18:hsa;hsa-mir-187,35904852,35904873,-	4.615293562534241	1.082021149312681
hsa-miR-887-3p	1	6	6	1.63	0.38	5:hsa;hsa-mir-887,15935229,15935250,+	1.6289271397179674	0.3818898174044757
hsa-miR-500b-3p	3	6	3	1.63	0.38	X:hsa;hsa-mir-500b,50010722,50010741,+	0.8144635698589837	0.19094490870223785
hsa-miR-329-3p	2	5	2.5	1.36	0.32	14:hsa;hsa-mir-329-1,101026834,101026855,+	0.6787196415491531	0.15912075725186486
hsa-miR-329-3p	2	5	2.5	1.36	0.32	14:hsa;hsa-mir-329-2,101027151,101027172,+	0.6787196415491531	0.15912075725186486
hsa-miR-320e	3	4	4	1.09	0.25	19:hsa;hsa-mir-320e,46709325,46709342,-	1.085951426478645	0.2545932116029838
hsa-miR-378i	2	3	3	0.81	0.19	22:hsa;hsa-mir-378i,41923228,41923248,-	0.8144635698589837	0.19094490870223785
hsa-let-7a-2-3p	3	3	1.5	0.81	0.19	11:hsa;hsa-let-7a-2,122146571,122146592,-	0.40723178492949186	0.09547245435111892
hsa-miR-195-5p	2	2	0.67	0.54	0.13	17:hsa;hsa-mir-195,7017629,7017649,-	0.18099190441310747	0.04243220193383063
hsa-miR-4429	2	2	1.12	0.54	0.13	2:hsa;hsa-mir-4429,11540611,11540630,-	0.3054238386971189	0.07160434076333919
hsa-miR-509-3-5p	1	1	1	0.27	0.06	X:hsa;hsa-mir-509-3,147259661,147259682,-	0.27148785661966124	0.06364830290074595
hsa-miR-1247-3p	1	1	1	0.27	0.06	14:hsa;hsa-mir-1247,101560360,101560383,-	0.27148785661966124	0.06364830290074595
hsa-miR-374c-5p	1	1	0.5	0.27	0.06	X:hsa;hsa-mir-374c,74218561,74218582,+	0.13574392830983062	0.03182415145037298
hsa-miR-1915-3p	1	1	1	0.27	0.06	10:hsa;hsa-mir-1915,21496608,21496627,-	0.27148785661966124	0.06364830290074595
hsa-miR-378d	1	1	1	0.27	0.06	8:hsa;hsa-mir-378d-2,93916043,93916062,-	0.27148785661966124	0.06364830290074595
hsa-miR-219a-2-3p	1	1	1	0.27	0.06	9:hsa;hsa-mir-219a-2,128392679,128392700,-	0.27148785661966124	0.06364830290074595
hsa-miR-378f	1	1	1	0.27	0.06	1:hsa;hsa-mir-378f,23929121,23929140,+	0.27148785661966124	0.06364830290074595
